lemma,pos,popularity_count,rank,source_pos,caps_ratio
be,VERB,32394756,2,v,0.030000
have,VERB,10514314,11,v,0.020000
do,VERB,8186412,15,v,0.100000
say,VERB,4096416,26,v,0.010000
go,VERB,3546732,31,v,0.050000
get,VERB,3347615,34,v,0.070000
can,VERB,3091046,37,v,0.060000
know,VERB,2761628,39,v,0.020000
will,VERB,2372215,47,v,0.030000
so,ADV,2369749,48,r,0.360000
would,VERB,2349400,49,v,0.030000
make,VERB,2290830,50,v,0.040000
just,ADV,2270900,51,r,0.120000
up,ADV,2108756,52,r,0.020000
think,VERB,2077762,53,v,0.030000
time,NOUN,2018725,54,n,0.070000
see,VERB,1958700,56,v,0.070000
out,ADV,1828593,59,r,0.020000
come,VERB,1802158,61,v,0.140000
people,NOUN,1800205,62,n,0.080000
take,VERB,1768822,63,v,0.060000
year,NOUN,1729962,64,n,0.030000
want,VERB,1671524,68,v,0.030000
how,ADV,1666469,69,r,0.290000
now,ADV,1601991,72,r,0.250000
other,ADJ,1539952,74,j,0.040000
could,VERB,1529795,75,v,0.030000
here,ADV,1413594,78,r,0.150000
then,ADV,1344434,79,r,0.210000
look,VERB,1338475,81,v,0.160000
way,NOUN,1260011,82,n,0.030000
more,ADV,1248955,83,r,0.040000
thing,NOUN,1202004,86,n,0.030000
well,ADV,1189096,87,r,0.560000
also,ADV,1142799,89,r,0.070000
use,VERB,1126042,91,v,0.050000
tell,VERB,1119692,92,v,0.070000
good,ADJ,1111721,93,j,0.170000
man,NOUN,1091176,95,n,0.120000
day,NOUN,1068902,96,n,0.070000
find,VERB,1051936,97,v,0.030000
give,VERB,1048189,98,v,0.080000
new,ADJ,1017175,100,j,0.120000
very,ADV,963552,105,r,0.060000
need,VERB,945498,107,v,0.020000
back,ADV,938649,108,r,0.020000
there,ADV,932354,109,r,0.080000
should,VERB,920908,110,v,0.050000
even,ADV,920346,111,r,0.130000
only,ADV,905093,112,r,0.070000
really,ADV,895900,114,r,0.080000
work,VERB,854095,115,v,0.030000
life,NOUN,852257,116,n,0.070000
why,ADV,832911,117,r,0.420000
right,ADV,830729,118,r,0.170000
down,ADV,820294,119,r,0.020000
on,ADV,818739,120,r,0.020000
try,VERB,795248,121,v,0.050000
let,VERB,780929,122,v,0.390000
too,ADV,771375,124,r,0.050000
call,VERB,768117,125,v,0.050000
woman,NOUN,759817,126,n,0.120000
may,VERB,757742,127,v,0.030000
still,ADV,757548,128,r,0.100000
mean,VERB,748840,130,v,0.020000
never,ADV,744608,132,r,0.070000
world,NOUN,732511,134,n,0.180000
in,ADV,726590,135,r,0.100000
feel,VERB,722826,136,v,0.020000
great,ADJ,696589,138,j,0.130000
child,NOUN,685426,140,n,0.080000
ask,VERB,676596,143,v,0.040000
when,ADV,669530,144,r,0.170000
as,ADV,662376,145,r,0.040000
school,NOUN,660191,146,n,0.150000
state,NOUN,638012,147,n,0.250000
talk,VERB,635614,149,v,0.040000
keep,VERB,626487,151,v,0.090000
leave,VERB,622651,152,v,0.050000
put,VERB,616952,153,v,0.070000
like,VERB,614691,154,v,0.070000
help,VERB,606887,155,v,0.050000
big,ADJ,600364,156,j,0.130000
where,ADV,597351,157,r,0.260000
all,ADV,591610,159,r,0.340000
start,VERB,578246,162,v,0.040000
high,ADJ,567720,164,j,0.110000
become,VERB,561963,167,v,0.010000
most,ADV,561354,168,r,0.030000
happen,VERB,552797,170,v,0.010000
family,NOUN,544520,171,n,0.060000
over,ADV,538724,172,r,0.040000
president,NOUN,538319,173,n,0.480000
old,ADJ,537424,174,j,0.080000
house,NOUN,537037,176,n,0.380000
show,VERB,536889,177,v,0.040000
again,ADV,530706,178,r,0.070000
student,NOUN,530196,179,n,0.070000
seem,VERB,522940,181,v,0.020000
might,VERB,521992,182,v,0.020000
part,NOUN,517693,183,n,0.060000
hear,VERB,516483,184,v,0.030000
place,NOUN,508803,186,n,0.030000
problem,NOUN,504175,187,n,0.030000
believe,VERB,500511,189,v,0.030000
country,NOUN,499369,190,n,0.040000
always,ADV,492943,191,r,0.040000
week,NOUN,484834,192,n,0.040000
point,NOUN,484094,193,n,0.040000
hand,NOUN,481332,194,n,0.030000
off,ADV,479459,195,r,0.020000
play,VERB,478740,196,v,0.030000
turn,VERB,477668,197,v,0.060000
group,NOUN,470971,199,n,0.080000
run,VERB,465066,202,v,0.040000
guy,NOUN,464082,203,n,0.020000
about,ADV,462995,204,r,0.060000
case,NOUN,458383,205,n,0.030000
question,NOUN,457301,206,n,0.040000
work,NOUN,456169,207,n,0.030000
night,NOUN,452094,208,n,0.100000
live,VERB,450380,209,v,0.050000
game,NOUN,445149,210,n,0.100000
number,NOUN,444412,211,n,0.050000
write,VERB,439865,212,v,0.040000
bring,VERB,439445,213,v,0.050000
money,NOUN,437583,215,n,0.040000
lot,NOUN,437545,216,n,0.020000
book,NOUN,435387,218,n,0.090000
system,NOUN,435303,219,n,0.060000
government,NOUN,434971,220,n,0.080000
city,NOUN,433843,222,n,0.340000
company,NOUN,432469,223,n,0.080000
story,NOUN,432184,224,n,0.060000
today,ADV,431562,225,r,0.210000
job,NOUN,430995,226,n,0.040000
move,VERB,430324,227,v,0.060000
must,VERB,427796,228,v,0.030000
bad,ADJ,426558,229,j,0.060000
friend,NOUN,423755,230,n,0.050000
begin,VERB,421878,232,v,0.050000
love,VERB,417532,233,v,0.080000
hold,VERB,413837,235,v,0.090000
different,ADJ,413578,236,j,0.020000
american,ADJ,410698,237,j,1.000000
little,ADJ,404660,238,j,0.060000
ever,ADV,402590,240,r,0.050000
word,NOUN,402216,241,n,0.060000
fact,NOUN,399574,242,n,0.020000
right,NOUN,389906,243,n,0.110000
read,VERB,386137,244,v,0.070000
sure,ADJ,383701,247,j,0.100000
small,ADJ,382563,248,j,0.030000
month,NOUN,381833,249,n,0.020000
program,NOUN,375708,250,n,0.070000
maybe,ADV,374325,251,r,0.450000
right,ADJ,373934,252,j,0.020000
business,NOUN,373744,254,n,0.080000
home,NOUN,370758,255,n,0.070000
kind,NOUN,367584,256,n,0.020000
stop,VERB,366567,257,v,0.140000
pay,VERB,365255,258,v,0.030000
study,NOUN,364915,259,n,0.110000
issue,NOUN,362137,261,n,0.020000
name,NOUN,361916,262,n,0.040000
idea,NOUN,358006,263,n,0.020000
room,NOUN,357682,264,n,0.070000
percent,NOUN,357515,265,n,0.010000
far,ADV,357192,266,r,0.060000
away,ADV,355515,267,r,0.020000
law,NOUN,354958,268,n,0.120000
actually,ADV,353857,269,r,0.110000
large,ADJ,353703,270,j,0.030000
provide,VERB,351941,272,v,0.010000
lose,VERB,351650,273,v,0.040000
power,NOUN,351483,274,n,0.090000
kid,NOUN,351451,275,n,0.070000
war,NOUN,350575,276,n,0.320000
understand,VERB,349141,277,v,0.030000
head,NOUN,348664,278,n,0.050000
mother,NOUN,348470,279,n,0.120000
real,ADJ,348239,280,j,0.070000
best,ADJ,348202,281,j,0.080000
team,NOUN,348063,282,n,0.060000
eye,NOUN,347153,283,n,0.040000
long,ADV,345462,284,r,0.050000
long,ADJ,345005,285,j,0.070000
side,NOUN,342841,286,n,0.050000
water,NOUN,342574,287,n,0.070000
young,ADJ,341002,288,j,0.050000
wait,VERB,339926,289,v,0.220000
okay,ADV,339699,290,r,0.740000
yet,ADV,338408,292,r,0.220000
meet,VERB,333954,294,v,0.050000
service,NOUN,332313,295,n,0.210000
area,NOUN,331866,296,n,0.060000
important,ADJ,331646,297,j,0.010000
person,NOUN,330987,298,n,0.020000
thank,VERB,330129,300,v,0.650000
much,ADV,329230,301,r,0.030000
end,NOUN,328699,303,n,0.040000
change,VERB,327637,304,v,0.030000
however,ADV,326015,305,r,0.470000
only,ADJ,325917,306,j,0.040000
around,ADV,324064,307,r,0.020000
hour,NOUN,323999,308,n,0.030000
national,ADJ,321960,310,j,0.490000
line,NOUN,319492,312,n,0.050000
girl,NOUN,319120,313,n,0.110000
watch,VERB,318772,315,v,0.100000
father,NOUN,318173,317,n,0.150000
sit,VERB,315022,318,v,0.080000
create,VERB,314631,319,v,0.030000
information,NOUN,314341,320,n,0.080000
car,NOUN,313437,321,n,0.050000
learn,VERB,312649,322,v,0.050000
least,ADV,311569,323,r,0.010000
already,ADV,311502,324,r,0.030000
kill,VERB,307305,325,v,0.050000
minute,NOUN,306541,326,n,0.030000
party,NOUN,304325,327,n,0.220000
include,VERB,304197,328,v,0.020000
stand,VERB,303462,329,v,0.050000
together,ADV,302942,330,r,0.040000
back,NOUN,302390,331,n,0.110000
follow,VERB,300266,332,v,0.090000
health,NOUN,300262,333,n,0.210000
remember,VERB,298221,334,v,0.150000
often,ADV,295709,335,r,0.040000
reason,NOUN,295577,336,n,0.020000
speak,VERB,295523,337,v,0.050000
ago,ADV,294921,338,r,0.010000
set,VERB,293144,339,v,0.050000
black,ADJ,293101,340,j,0.250000
member,NOUN,292596,341,n,0.050000
community,NOUN,290489,342,n,0.100000
once,ADV,290446,343,r,0.140000
social,ADJ,290372,344,j,0.180000
news,NOUN,289175,345,n,0.360000
allow,VERB,288559,346,v,0.020000
win,VERB,288308,347,v,0.030000
body,NOUN,287817,348,n,0.040000
lead,VERB,285740,349,v,0.030000
continue,VERB,282352,350,v,0.040000
enough,ADV,280789,352,r,0.030000
spend,VERB,280371,353,v,0.020000
level,NOUN,279770,354,n,0.020000
able,ADJ,279559,355,j,0.010000
political,ADJ,279410,356,j,0.050000
almost,ADV,279393,357,r,0.080000
boy,NOUN,279283,358,n,0.150000
university,NOUN,279132,359,n,0.750000
stay,VERB,275504,361,v,0.120000
add,VERB,275233,362,v,0.130000
later,ADV,274178,363,r,0.110000
change,NOUN,274132,364,n,0.050000
probably,ADV,269732,366,r,0.080000
center,NOUN,268821,367,n,0.460000
face,NOUN,266458,369,n,0.030000
public,ADJ,265061,370,j,0.140000
die,VERB,264537,371,v,0.040000
food,NOUN,262697,372,n,0.110000
else,ADV,261804,373,r,0.010000
history,NOUN,261045,374,n,0.120000
buy,VERB,260201,375,v,0.060000
result,NOUN,259961,376,n,0.060000
morning,NOUN,259129,377,n,0.100000
parent,NOUN,258181,379,n,0.060000
office,NOUN,258157,380,n,0.170000
course,ADV,257245,381,r,0.010000
send,VERB,256309,382,v,0.050000
research,NOUN,255123,383,n,0.210000
walk,VERB,253671,384,v,0.050000
door,NOUN,252623,385,n,0.030000
white,ADJ,251664,386,j,0.180000
court,NOUN,250891,388,n,0.340000
home,ADV,250331,389,r,0.050000
grow,VERB,248803,390,v,0.030000
better,ADJ,247453,391,j,0.030000
open,VERB,247043,392,v,0.080000
moment,NOUN,246362,393,n,0.030000
consider,VERB,244644,395,v,0.080000
both,ADV,244397,396,r,0.070000
little,ADV,244049,398,r,0.050000
late,ADJ,242755,401,j,0.050000
street,NOUN,242552,402,n,0.390000
free,ADJ,242338,403,j,0.130000
better,ADV,241827,404,r,0.060000
policy,NOUN,240181,406,n,0.090000
table,NOUN,238887,407,n,0.360000
sorry,ADJ,237541,408,j,0.280000
care,NOUN,237259,409,n,0.070000
low,ADJ,237027,410,j,0.050000
human,ADJ,236187,411,j,0.110000
please,ADV,236175,412,r,0.470000
hope,VERB,235945,413,v,0.050000
process,NOUN,235304,415,n,0.020000
teacher,NOUN,234642,416,n,0.100000
data,NOUN,234516,417,n,0.090000
offer,VERB,234189,418,v,0.010000
death,NOUN,233153,419,n,0.080000
whole,ADJ,233110,420,j,0.030000
experience,NOUN,232376,421,n,0.020000
plan,NOUN,231629,422,n,0.060000
easy,ADJ,231262,423,j,0.060000
education,NOUN,231036,424,n,0.210000
build,VERB,230071,425,v,0.040000
expect,VERB,229855,426,v,0.020000
fall,VERB,229161,427,v,0.030000
age,NOUN,228610,429,n,0.130000
hard,ADJ,228234,430,j,0.030000
sense,NOUN,226539,431,n,0.020000
show,NOUN,225884,433,n,0.090000
early,ADJ,224665,434,j,0.060000
college,NOUN,224634,435,n,0.260000
music,NOUN,222767,436,n,0.150000
appear,VERB,221287,437,v,0.010000
mind,NOUN,220441,438,n,0.030000
class,NOUN,219160,439,n,0.090000
police,NOUN,219041,440,n,0.190000
use,NOUN,218006,441,n,0.040000
effect,NOUN,217999,442,n,0.040000
season,NOUN,217695,443,n,0.060000
tax,NOUN,217131,444,n,0.050000
heart,NOUN,216345,445,n,0.080000
son,NOUN,216216,446,n,0.100000
art,NOUN,215981,447,n,0.290000
possible,ADJ,213803,448,j,0.020000
serve,VERB,213511,449,v,0.080000
break,VERB,213364,450,v,0.050000
end,VERB,212174,452,v,0.090000
market,NOUN,210848,453,n,0.060000
air,NOUN,210307,455,n,0.210000
force,NOUN,210010,456,n,0.170000
require,VERB,209616,457,v,0.010000
foot,NOUN,209334,458,n,0.020000
listen,VERB,208819,460,v,0.250000
agree,VERB,208506,461,v,0.030000
baby,NOUN,207577,464,n,0.120000
wrong,ADJ,206856,465,j,0.040000
love,NOUN,206700,466,n,0.130000
cut,VERB,205886,467,v,0.130000
decide,VERB,205447,468,v,0.020000
full,ADJ,204252,470,j,0.050000
pass,VERB,203033,472,v,0.030000
interest,NOUN,202642,473,n,0.030000
sometimes,ADV,201833,474,r,0.300000
security,NOUN,201542,475,n,0.300000
eat,VERB,201315,476,v,0.060000
report,VERB,201020,477,v,0.020000
control,NOUN,200879,478,n,0.090000
rate,NOUN,200828,479,n,0.020000
local,ADJ,200668,480,j,0.030000
suggest,VERB,200560,481,v,0.010000
report,NOUN,200188,482,n,0.120000
nation,NOUN,200021,483,n,0.240000
sell,VERB,198982,484,v,0.030000
action,NOUN,198530,485,n,0.070000
support,VERB,198185,486,v,0.030000
wife,NOUN,197306,487,n,0.030000
decision,NOUN,196426,488,n,0.020000
receive,VERB,196239,489,v,0.010000
value,NOUN,195639,490,n,0.040000
base,VERB,195474,491,v,0.080000
pick,VERB,195443,492,v,0.060000
phone,NOUN,194941,493,n,0.050000
thanks,NOUN,194839,494,n,0.610000
event,NOUN,194748,495,n,0.040000
drive,VERB,194360,496,v,0.050000
strong,ADJ,193876,497,j,0.030000
reach,VERB,193684,498,v,0.020000
remain,VERB,193577,499,v,0.010000
explain,VERB,193276,500,v,0.030000
site,NOUN,193251,501,n,0.040000
hit,VERB,192969,502,v,0.050000
pull,VERB,192457,503,v,0.060000
church,NOUN,191872,504,n,0.330000
model,NOUN,191448,505,n,0.080000
perhaps,ADV,191398,506,r,0.330000
relationship,NOUN,191344,507,n,0.020000
fine,ADJ,190779,509,j,0.170000
movie,NOUN,190773,510,n,0.050000
field,NOUN,190489,511,n,0.070000
raise,VERB,190353,512,v,0.030000
less,ADV,190003,513,r,0.020000
player,NOUN,189280,514,n,0.070000
couple,NOUN,189272,515,n,0.030000
record,NOUN,187057,518,n,0.090000
especially,ADV,186130,519,r,0.090000
difference,NOUN,185310,520,n,0.020000
light,NOUN,185287,521,n,0.080000
development,NOUN,185238,522,n,0.130000
federal,ADJ,185144,523,j,0.250000
role,NOUN,184483,525,n,0.020000
pretty,ADV,183711,526,r,0.070000
view,NOUN,182417,528,n,0.070000
price,NOUN,181918,529,n,0.060000
effort,NOUN,181751,530,n,0.010000
nice,ADJ,181568,531,j,0.200000
quite,ADV,181432,532,r,0.050000
voice,NOUN,181328,534,n,0.080000
finally,ADV,181233,535,r,0.300000
department,NOUN,181181,536,n,0.620000
either,ADV,181133,537,r,0.050000
leader,NOUN,180573,539,n,0.080000
photo,NOUN,177976,541,n,0.510000
wear,VERB,177786,542,v,0.030000
space,NOUN,177126,543,n,0.110000
project,NOUN,177076,544,n,0.130000
return,VERB,176787,545,v,0.040000
position,NOUN,176578,546,n,0.010000
special,ADJ,176515,547,j,0.150000
million,NOUN,175586,548,n,0.030000
film,NOUN,175442,549,n,0.070000
need,NOUN,175440,550,n,0.020000
major,ADJ,175432,551,j,0.020000
type,NOUN,173975,552,n,0.060000
town,NOUN,173905,553,n,0.070000
article,NOUN,173819,554,n,0.100000
road,NOUN,173413,555,n,0.200000
form,NOUN,173161,556,n,0.030000
chance,NOUN,172820,557,n,0.020000
drug,NOUN,172756,558,n,0.090000
economic,ADJ,172153,559,j,0.090000
situation,NOUN,171026,560,n,0.020000
choose,VERB,170716,561,v,0.050000
practice,NOUN,170654,562,n,0.060000
cause,VERB,170629,563,v,0.050000
happy,ADJ,170573,564,j,0.120000
science,NOUN,170488,565,n,0.300000
join,VERB,170302,566,v,0.090000
teach,VERB,169673,567,v,0.060000
early,ADV,169653,568,r,0.120000
develop,VERB,168894,569,v,0.020000
share,VERB,168892,570,v,0.080000
carry,VERB,168820,572,v,0.020000
clear,ADJ,168587,573,j,0.030000
brother,NOUN,167417,574,n,0.140000
matter,NOUN,167351,575,n,0.030000
dead,ADJ,167302,576,j,0.090000
image,NOUN,167053,577,n,0.130000
star,NOUN,167036,578,n,0.260000
cost,NOUN,166775,579,n,0.030000
simply,ADV,166556,580,r,0.040000
post,NOUN,166265,581,n,0.260000
society,NOUN,165769,582,n,0.220000
picture,NOUN,165703,583,n,0.060000
piece,NOUN,165538,584,n,0.020000
paper,NOUN,165070,585,n,0.060000
energy,NOUN,164622,586,n,0.130000
personal,ADJ,164270,587,j,0.050000
building,NOUN,164119,588,n,0.090000
military,ADJ,163555,589,j,0.060000
open,ADJ,163231,590,j,0.130000
doctor,NOUN,163129,591,n,0.190000
activity,NOUN,162943,592,n,0.040000
exactly,ADV,162663,593,r,0.150000
media,NOUN,162177,595,n,0.110000
miss,VERB,162066,596,v,0.060000
evidence,NOUN,162050,597,n,0.040000
product,NOUN,161999,598,n,0.050000
realize,VERB,161762,599,v,0.010000
save,VERB,161469,600,v,0.090000
arm,NOUN,161185,601,n,0.040000
technology,NOUN,160819,602,n,0.150000
catch,VERB,160594,603,v,0.040000
comment,NOUN,160451,604,n,0.110000
look,NOUN,160145,605,n,0.070000
term,NOUN,160014,606,n,0.030000
color,NOUN,160011,607,n,0.270000
cover,VERB,159606,608,v,0.050000
describe,VERB,159521,609,v,0.020000
guess,VERB,159454,610,v,0.090000
choice,NOUN,159277,611,n,0.050000
source,NOUN,158588,612,n,0.110000
mom,NOUN,158511,613,n,0.420000
soon,ADV,158194,614,r,0.140000
director,NOUN,158028,615,n,0.190000
international,ADJ,157724,616,j,0.390000
rule,NOUN,157468,617,n,0.090000
campaign,NOUN,157373,618,n,0.040000
ground,NOUN,156706,619,n,0.040000
election,NOUN,156532,620,n,0.080000
face,VERB,156455,621,v,0.050000
check,VERB,155591,623,v,0.170000
page,NOUN,154863,624,n,0.130000
fight,VERB,154643,625,v,0.040000
test,NOUN,154189,627,n,0.070000
patient,NOUN,154125,628,n,0.050000
produce,VERB,154082,629,v,0.010000
certain,ADJ,154059,630,j,0.030000
video,NOUN,153563,633,n,0.170000
support,NOUN,152769,634,n,0.030000
throw,VERB,152388,635,v,0.050000
care,VERB,152255,637,v,0.030000
rest,NOUN,151864,638,n,0.020000
recent,ADJ,151697,639,j,0.060000
available,ADJ,151406,640,j,0.040000
step,NOUN,151394,641,n,0.090000
ready,ADJ,151349,642,j,0.090000
opportunity,NOUN,151226,643,n,0.030000
official,NOUN,150423,644,n,0.050000
oil,NOUN,150410,645,n,0.080000
call,NOUN,149896,646,n,0.050000
organization,NOUN,149261,647,n,0.100000
character,NOUN,148825,648,n,0.020000
single,ADJ,148796,649,j,0.030000
current,ADJ,148387,650,j,0.060000
likely,ADJ,148216,651,j,0.010000
county,NOUN,148165,652,n,0.640000
future,NOUN,147923,653,n,0.060000
dad,NOUN,147520,654,n,0.470000
shoot,VERB,147137,657,v,0.060000
industry,NOUN,146746,658,n,0.070000
second,NOUN,146634,659,n,0.030000
list,NOUN,146495,660,n,0.050000
general,ADJ,146275,661,j,0.270000
stuff,NOUN,145992,662,n,0.030000
figure,NOUN,145812,663,n,0.330000
attention,NOUN,145669,664,n,0.030000
forget,VERB,145557,665,v,0.120000
risk,NOUN,145334,666,n,0.030000
no,ADV,144919,667,r,0.070000
focus,VERB,144896,668,v,0.050000
short,ADJ,144842,669,j,0.030000
fire,NOUN,144750,670,n,0.140000
dog,NOUN,144648,671,n,0.100000
red,ADJ,144046,672,j,0.310000
hair,NOUN,143875,673,n,0.040000
point,VERB,143750,674,v,0.020000
condition,NOUN,143732,675,n,0.020000
wall,NOUN,143389,676,n,0.070000
daughter,NOUN,142747,677,n,0.030000
before,ADV,142673,678,r,0.020000
deal,NOUN,142589,679,n,0.060000
author,NOUN,142352,680,n,0.170000
truth,NOUN,142017,681,n,0.090000
husband,NOUN,141289,683,n,0.020000
period,NOUN,141173,684,n,0.030000
series,NOUN,140231,685,n,0.150000
order,NOUN,140025,686,n,0.090000
officer,NOUN,139938,687,n,0.160000
close,ADJ,139704,688,j,0.030000
land,NOUN,139579,689,n,0.090000
note,VERB,139111,690,v,0.170000
computer,NOUN,139082,691,n,0.090000
thought,NOUN,139016,692,n,0.060000
economy,NOUN,138752,693,n,0.030000
goal,NOUN,138693,694,n,0.030000
bank,NOUN,138673,695,n,0.250000
behavior,NOUN,138400,696,n,0.030000
sound,VERB,138386,697,v,0.120000
deal,VERB,138197,698,v,0.040000
certainly,ADV,138162,699,r,0.120000
nearly,ADV,138034,700,r,0.080000
increase,VERB,137709,701,v,0.020000
act,NOUN,137668,702,n,0.410000
north,NOUN,137666,703,n,0.660000
blood,NOUN,137579,705,n,0.090000
culture,NOUN,137140,706,n,0.070000
medical,ADJ,136850,707,j,0.200000
ok,ADV,136788,708,r,0.960000
top,NOUN,136658,710,n,0.120000
difficult,ADJ,136474,711,j,0.010000
close,VERB,136431,712,v,0.080000
language,NOUN,136124,713,n,0.070000
window,NOUN,136043,714,n,0.080000
response,NOUN,135942,715,n,0.080000
population,NOUN,135733,716,n,0.040000
lie,VERB,135712,717,v,0.050000
tree,NOUN,135666,718,n,0.070000
park,NOUN,135440,719,n,0.540000
worker,NOUN,135244,720,n,0.070000
draw,VERB,135022,721,v,0.040000
plan,VERB,135011,722,v,0.060000
drop,VERB,134220,723,v,0.060000
push,VERB,134206,724,v,0.050000
earth,NOUN,134202,725,n,0.550000
cause,NOUN,133998,726,n,0.160000
private,ADJ,133907,728,j,0.070000
tonight,ADV,133341,729,r,0.180000
race,NOUN,133182,730,n,0.070000
letter,NOUN,132828,732,n,0.090000
gun,NOUN,132572,734,n,0.060000
simple,ADJ,132004,735,j,0.060000
course,NOUN,131911,736,n,0.050000
wonder,VERB,131649,737,v,0.030000
involve,VERB,131275,738,v,0.010000
hell,NOUN,131265,739,n,0.170000
poor,ADJ,131105,740,j,0.100000
answer,NOUN,130534,742,n,0.030000
nature,NOUN,130378,743,n,0.120000
administration,NOUN,130297,744,n,0.200000
common,ADJ,130294,745,j,0.080000
hard,ADV,129919,747,r,0.060000
message,NOUN,129799,748,n,0.030000
song,NOUN,129648,749,n,0.080000
enjoy,VERB,129575,750,v,0.070000
similar,ADJ,129272,751,j,0.050000
attack,NOUN,128893,753,n,0.020000
past,ADJ,128832,754,j,0.020000
hot,ADJ,128310,755,j,0.120000
seek,VERB,128234,756,v,0.030000
amount,NOUN,128075,757,n,0.010000
analysis,NOUN,128029,758,n,0.100000
store,NOUN,127984,759,n,0.080000
defense,NOUN,127924,760,n,0.210000
bill,NOUN,127919,761,n,0.100000
cell,NOUN,127818,763,n,0.050000
performance,NOUN,127318,765,n,0.060000
hospital,NOUN,127317,766,n,0.190000
bed,NOUN,127232,767,n,0.030000
board,NOUN,127202,768,n,0.240000
protect,VERB,126672,769,v,0.040000
century,NOUN,126668,770,n,0.090000
summer,NOUN,126418,771,n,0.110000
material,NOUN,126254,772,n,0.050000
individual,NOUN,125578,773,n,0.040000
recently,ADV,125532,774,r,0.080000
example,NOUN,125442,775,n,0.070000
represent,VERB,125330,776,v,0.010000
fill,VERB,125249,777,v,0.040000
state,VERB,125064,778,v,0.120000
place,VERB,124900,779,v,0.100000
animal,NOUN,124835,780,n,0.090000
fail,VERB,124675,781,v,0.030000
factor,NOUN,123915,782,n,0.070000
natural,ADJ,123788,783,j,0.110000
sir,NOUN,123629,784,n,0.280000
agency,NOUN,123524,785,n,0.160000
usually,ADV,123303,786,r,0.090000
significant,ADJ,123040,787,j,0.020000
help,NOUN,123017,788,n,0.040000
ability,NOUN,122943,789,n,0.010000
mile,NOUN,122899,790,n,0.040000
statement,NOUN,122852,791,n,0.030000
entire,ADJ,122397,792,j,0.010000
floor,NOUN,122291,794,n,0.030000
serious,ADJ,122251,795,j,0.030000
career,NOUN,122177,796,n,0.040000
dollar,NOUN,121984,797,n,0.040000
vote,VERB,121578,798,v,0.040000
sex,NOUN,121352,799,n,0.090000
compare,VERB,120978,800,v,0.080000
south,NOUN,120894,801,n,0.620000
forward,ADV,120845,802,r,0.030000
subject,NOUN,120773,803,n,0.050000
financial,ADJ,120726,804,j,0.120000
identify,VERB,120690,805,v,0.030000
beautiful,ADJ,120679,806,j,0.080000
decade,NOUN,120539,807,n,0.020000
bit,NOUN,120467,808,n,0.030000
reduce,VERB,120399,809,v,0.040000
sister,NOUN,120346,810,n,0.130000
quality,NOUN,120236,811,n,0.060000
quickly,ADV,120136,812,r,0.030000
act,VERB,119650,813,v,0.070000
press,NOUN,119485,814,n,0.410000
worry,VERB,119256,815,v,0.020000
accept,VERB,119245,816,v,0.030000
enter,VERB,119119,817,v,0.060000
mention,VERB,119033,818,v,0.010000
sound,NOUN,119028,819,n,0.100000
thus,ADV,118653,820,r,0.440000
plant,NOUN,118323,821,n,0.060000
movement,NOUN,118118,822,n,0.060000
scene,NOUN,118003,823,n,0.070000
section,NOUN,117170,824,n,0.270000
treatment,NOUN,116893,825,n,0.050000
wish,VERB,116884,826,v,0.040000
benefit,NOUN,116806,827,n,0.030000
interesting,ADJ,116773,828,j,0.070000
west,NOUN,116683,829,n,0.720000
candidate,NOUN,116347,830,n,0.050000
approach,NOUN,116173,831,n,0.030000
determine,VERB,116138,832,v,0.020000
resource,NOUN,116078,833,n,0.120000
claim,VERB,116020,834,v,0.020000
answer,VERB,115956,835,v,0.070000
prove,VERB,115910,836,v,0.020000
sort,NOUN,115486,837,n,0.010000
size,NOUN,115388,839,n,0.040000
knowledge,NOUN,115356,841,n,0.050000
rather,ADV,115104,842,r,0.140000
hang,VERB,114959,843,v,0.110000
sport,NOUN,114894,844,n,0.190000
loss,NOUN,114630,846,n,0.030000
argue,VERB,114425,847,v,0.010000
left,ADJ,114320,848,j,0.090000
note,NOUN,114251,849,n,0.120000
meeting,NOUN,114209,850,n,0.040000
skill,NOUN,113912,851,n,0.040000
card,NOUN,113472,852,n,0.080000
feeling,NOUN,113414,853,n,0.020000
degree,NOUN,113046,855,n,0.020000
crime,NOUN,112978,856,n,0.070000
that,ADV,112903,857,r,0.120000
sign,NOUN,112603,858,n,0.040000
occur,VERB,112575,859,v,0.000000
imagine,VERB,112572,860,v,0.130000
vote,NOUN,112405,861,n,0.050000
king,NOUN,112088,863,n,0.650000
box,NOUN,112035,864,n,0.130000
present,VERB,111731,865,v,0.020000
figure,VERB,111647,866,v,0.060000
foreign,ADJ,111509,868,j,0.160000
laugh,VERB,111440,869,v,0.100000
disease,NOUN,111433,870,n,0.090000
lady,NOUN,111384,871,n,0.320000
discuss,VERB,111181,873,v,0.020000
finish,VERB,111094,874,v,0.040000
design,NOUN,111026,875,n,0.110000
concern,NOUN,110976,876,n,0.020000
ball,NOUN,110770,877,n,0.080000
east,NOUN,110589,878,n,0.730000
recognize,VERB,110405,879,v,0.030000
apply,VERB,110328,880,v,0.040000
prepare,VERB,110266,881,v,0.060000
network,NOUN,110210,882,n,0.170000
huge,ADJ,110088,883,j,0.040000
success,NOUN,110030,884,n,0.050000
district,NOUN,109941,885,n,0.350000
cup,NOUN,109915,886,n,0.170000
name,VERB,109851,887,v,0.040000
physical,ADJ,109576,888,j,0.070000
growth,NOUN,109567,889,n,0.050000
rise,VERB,109035,890,v,0.070000
